CustomerID,last_purchase,frequency,monetary,country,recency_days,r_score,f_score,m_score,rfm_score,segment
12405.0,2011-07-14 08:52:00,1,1710.39,Finland,148,2,1,4,7,High Value
12406.0,2011-11-17 19:22:00,2,3415.3,Denmark,22,4,2,5,11,New Customers
12407.0,2011-10-21 10:11:00,5,1708.1200000000001,Belgium,49,3,4,4,11,Loyal Customers
12408.0,2011-11-07 12:27:00,5,2888.55,Belgium,32,4,4,5,13,Champions
12409.0,2011-09-22 10:38:00,3,11072.67,Switzerland,78,2,3,5,10,At Risk
12410.0,2011-02-04 10:39:00,2,693.3299999999999,Switzerland,308,1,2,3,6,Needs Nurture
12412.0,2011-09-26 10:16:00,3,1226.88,Denmark,74,2,3,4,9,At Risk
12413.0,2011-10-04 09:00:00,3,758.1,France,66,3,3,3,9,Needs Nurture
12414.0,2011-05-06 14:51:00,3,562.41,Austria,217,1,3,3,7,At Risk
12415.0,2011-11-15 14:22:00,21,124914.53,Australia,24,4,5,5,14,Champions
12417.0,2011-12-06 14:52:00,9,3649.1,Belgium,3,5,5,5,15,Champions
12418.0,2011-08-19 11:08:00,1,668.58,Switzerland,112,2,1,3,6,Needs Nurture
12420.0,2011-10-07 08:55:00,1,600.39,Cyprus,63,3,1,3,7,Needs Nurture
12421.0,2011-11-24 09:07:00,4,807.04,Spain,15,4,4,3,11,Loyal Customers
12422.0,2011-09-05 09:48:00,3,803.5600000000001,Australia,95,2,3,3,8,At Risk
12423.0,2011-12-09 10:10:00,8,1859.31,Belgium,0,5,5,4,14,Champions
12424.0,2011-06-30 12:06:00,2,1760.96,Australia,162,2,2,4,8,High Value
12425.0,2011-09-22 17:31:00,1,777.2,Portugal,78,2,1,3,6,Needs Nurture
12426.0,2011-05-29 12:26:00,1,582.73,Germany,194,1,1,3,5,Needs Nurture
12427.0,2011-11-18 08:56:00,3,825.8,Germany,21,4,3,3,10,Needs Nurture
12428.0,2011-11-14 08:22:00,9,7956.46,Finland,25,4,5,5,14,Champions
12429.0,2011-11-30 17:22:00,4,3750.4,Denmark,9,5,4,5,14,Champions
12430.0,2011-10-27 15:09:00,1,256.4,Norway,43,3,1,2,6,Needs Nurture
12431.0,2011-11-04 11:55:00,15,6487.45,Australia,35,3,5,5,13,Loyal Customers
12432.0,2011-10-28 11:43:00,5,5059.32,Norway,42,3,4,5,12,Loyal Customers
12433.0,2011-12-09 10:02:00,7,13375.87,Norway,0,5,5,5,15,Champions
12434.0,2011-09-16 12:38:00,2,806.14,Australia,84,2,2,3,7,Needs Nurture
12435.0,2011-09-21 09:06:00,2,7829.89,Denmark,79,2,2,5,9,High Value
12436.0,2011-09-01 12:09:00,1,509.01,Norway,99,2,1,3,6,Needs Nurture
12437.0,2011-12-08 11:35:00,18,4951.41,France,1,5,5,5,15,Champions
12438.0,2011-11-25 13:28:00,2,2906.85,Norway,14,4,2,5,11,New Customers
12441.0,2010-12-08 10:45:00,1,173.55,France,366,1,1,1,3,Needs Nurture
12442.0,2011-12-06 14:22:00,1,172.06,Spain,3,5,1,1,7,New Customers
12444.0,2011-11-18 13:23:00,5,5005.46,Norway,21,4,4,5,13,Champions
12445.0,2011-11-17 18:43:00,1,133.4,Spain,22,4,1,1,6,New Customers
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,RSA,57,3,1,4,8,High Value
12447.0,2011-04-10 13:25:00,1,476.49,Belgium,243,1,1,2,4,Needs Nurture
12448.0,2011-10-26 13:46:00,1,449.45,Spain,44,3,1,2,6,Needs Nurture
12449.0,2011-11-17 13:46:00,4,4067.29,Belgium,22,4,4,5,13,Champions
12450.0,2011-07-06 14:41:00,2,197.88,Spain,156,2,2,1,5,Needs Nurture
12451.0,2011-11-29 08:40:00,5,9035.52,Switzerland,10,5,4,5,14,Champions
12452.0,2011-11-23 10:28:00,2,430.57,Switzerland,16,4,2,2,8,New Customers
12453.0,2011-07-28 14:08:00,1,707.09,Austria,134,2,1,3,6,Needs Nurture
12454.0,2011-10-14 17:13:00,1,3528.34,Spain,56,3,1,5,9,High Value
12455.0,2011-09-27 15:31:00,6,2466.86,Spain,73,2,4,5,11,At Risk
12456.0,2011-10-26 14:41:00,3,3181.04,Switzerland,44,3,3,5,11,High Value
12457.0,2011-10-04 13:13:00,7,2363.23,Switzerland,66,3,5,5,13,Loyal Customers
12458.0,2011-09-29 15:25:00,2,947.4,Switzerland,71,3,2,4,9,High Value
12461.0,2011-09-06 16:57:00,2,826.88,Switzerland,94,2,2,3,7,Needs Nurture
12462.0,2011-11-21 09:11:00,2,1189.59,Spain,18,4,2,4,10,New Customers
12463.0,2011-10-17 13:44:00,4,1344.78,Belgium,53,3,4,4,11,Loyal Customers
12464.0,2011-11-29 13:33:00,8,1212.05,Belgium,10,5,5,4,14,Champions
12465.0,2011-11-22 16:34:00,2,742.1899999999999,Belgium,17,4,2,3,9,New Customers
12468.0,2011-06-05 11:36:00,2,729.5400000000001,Germany,187,1,2,3,6,Needs Nurture
12471.0,2011-12-07 15:43:00,30,19824.05,Germany,2,5,5,5,15,Champions
12472.0,2011-11-07 14:01:00,7,6572.11,Germany,32,4,5,5,14,Champions
12473.0,2011-11-10 13:46:00,5,3938.5499999999997,Germany,29,4,4,5,13,Champions
12474.0,2011-11-22 14:39:00,18,7375.79,Germany,17,4,5,5,14,Champions
12475.0,2011-10-17 10:10:00,1,723.38,Germany,53,3,1,3,7,Needs Nurture
12476.0,2011-11-24 12:40:00,11,6816.42,Germany,15,4,5,5,14,Champions
12477.0,2011-11-17 09:51:00,6,13219.74,Germany,22,4,4,5,13,Champions
12478.0,2011-12-06 09:56:00,1,680.99,Greece,3,5,1,3,9,New Customers
12479.0,2011-11-28 13:26:00,1,527.2,Germany,11,5,1,3,9,New Customers
12480.0,2011-11-11 14:52:00,4,3281.63,Germany,28,4,4,5,13,Champions
12481.0,2011-11-17 08:29:00,10,5596.32,Germany,22,4,5,5,14,Champions
12483.0,2011-11-22 17:02:00,8,2484.98,Sweden,17,4,5,5,14,Champions
12484.0,2011-11-07 11:37:00,6,4541.72,Spain,32,4,4,5,13,Champions
12488.0,2011-11-30 08:50:00,3,1298.66,France,9,5,3,4,12,High Value
12489.0,2011-01-07 13:13:00,1,334.93,France,336,1,1,2,4,Needs Nurture
12490.0,2011-12-04 16:07:00,10,5417.93,France,5,5,5,5,15,Champions
12491.0,2011-11-01 12:18:00,1,460.40000000000003,France,38,3,1,2,6,Needs Nurture
12492.0,2011-10-07 15:15:00,2,263.21000000000004,Germany,63,3,2,2,7,Needs Nurture
12493.0,2011-06-27 10:17:00,2,433.74,France,165,2,2,2,6,Needs Nurture
12494.0,2011-11-24 09:34:00,7,1246.1000000000001,France,15,4,5,4,13,Champions
12497.0,2011-09-19 12:29:00,1,1043.1,Germany,81,2,1,4,7,High Value
12498.0,2011-11-18 12:53:00,3,403.70000000000005,Germany,21,4,3,2,9,Needs Nurture
12500.0,2011-11-16 16:20:00,11,4257.82,Germany,23,4,5,5,14,Champions
12501.0,2011-01-07 12:28:00,1,2169.39,Germany,336,1,1,5,7,High Value
12502.0,2011-09-05 11:52:00,5,3723.87,Spain,95,2,4,5,11,At Risk
12504.0,2011-11-21 16:02:00,2,482.04999999999995,Germany,18,4,2,2,8,New Customers
12506.0,2011-04-21 08:54:00,1,73.5,France,232,1,1,1,3,Needs Nurture
12507.0,2011-07-28 17:09:00,3,1304.81,Spain,134,2,3,4,9,At Risk
12508.0,2011-11-13 15:37:00,2,398.27,France,26,4,2,2,8,New Customers
12509.0,2011-02-28 14:45:00,1,176.5,France,284,1,1,1,3,Needs Nurture
12510.0,2011-07-20 10:15:00,2,982.5699999999999,Spain,142,2,2,4,8,High Value
12512.0,2011-10-04 14:55:00,2,138.03,Israel,66,3,2,1,6,Needs Nurture
12513.0,2011-08-19 10:51:00,1,612.29,France,112,2,1,3,6,Needs Nurture
12514.0,2011-03-17 16:38:00,1,1017.68,Italy,267,1,1,4,6,High Value
12515.0,2010-12-21 15:43:00,1,383.7,Italy,353,1,1,2,4,Needs Nurture
12516.0,2011-09-23 09:13:00,2,1312.06,Germany,77,2,2,4,8,High Value
12517.0,2011-11-11 14:04:00,5,2502.84,Germany,28,4,4,5,13,Champions
12518.0,2011-12-09 10:13:00,5,2056.89,Germany,0,5,4,4,13,Champions
12519.0,2011-10-07 09:26:00,1,340.84,Germany,63,3,1,2,6,Needs Nurture
12520.0,2011-09-21 15:23:00,5,2634.26,Germany,79,2,4,5,11,At Risk
12521.0,2011-07-20 10:51:00,1,599.68,Germany,142,2,1,3,6,Needs Nurture
12522.0,2011-10-31 15:30:00,2,192.72,Germany,39,3,2,1,6,Needs Nurture
12523.0,2011-11-20 12:55:00,11,1789.77,France,19,4,5,4,13,Champions
12524.0,2011-11-30 15:31:00,8,4485.72,Germany,9,5,5,5,15,Champions
12526.0,2011-12-09 12:09:00,3,1316.66,Germany,0,5,3,4,12,High Value
12527.0,2011-09-19 11:55:00,3,348.71000000000004,Germany,81,2,3,2,7,Needs Nurture
12528.0,2011-11-30 14:40:00,6,1933.48,Germany,9,5,5,4,14,Champions
12530.0,2011-10-11 12:34:00,4,1662.28,Germany,59,3,4,4,11,Loyal Customers
12531.0,2011-11-25 11:12:00,1,125.22,Germany,14,4,1,1,6,New Customers
12532.0,2011-11-09 13:47:00,1,349.83000000000004,France,30,4,1,2,7,New Customers
12534.0,2011-08-01 10:26:00,1,1089.18,Germany,130,2,1,4,7,High Value
12535.0,2011-09-09 08:48:00,2,716.35,France,91,2,2,3,7,Needs Nurture
12536.0,2011-10-27 14:20:00,3,12601.830000000002,France,43,3,3,5,11,High Value
12538.0,2011-11-10 17:16:00,1,363.95,Spain,29,4,1,2,7,New Customers
12539.0,2011-11-17 13:30:00,4,5568.35,Spain,22,4,4,5,13,Champions
12540.0,2011-11-20 11:31:00,17,13400.24,Spain,19,4,5,5,14,Champions
12541.0,2011-11-10 10:40:00,3,981.18,Spain,29,4,3,4,11,High Value
12544.0,2011-11-03 16:15:00,1,372.7,Spain,36,3,1,2,6,Needs Nurture
12545.0,2011-09-25 13:39:00,2,1000.39,Spain,75,2,2,4,8,High Value
12546.0,2011-10-24 12:09:00,2,1161.5,Spain,46,3,2,4,9,High Value
12547.0,2011-05-26 12:38:00,2,207.79999999999998,Spain,197,1,2,1,4,Needs Nurture
12548.0,2011-06-26 15:35:00,1,95.19999999999999,Spain,166,2,1,1,4,Needs Nurture
12550.0,2011-09-21 14:35:00,1,964.83,Spain,79,2,1,4,7,High Value
12551.0,2010-12-17 11:23:00,1,168.0,Spain,357,1,1,1,3,Needs Nurture
12552.0,2011-11-01 10:02:00,2,437.82,Italy,38,3,2,2,7,Needs Nurture
12553.0,2011-12-01 16:38:00,10,3692.28,France,8,5,5,5,15,Champions
12556.0,2011-10-20 13:06:00,2,603.71,Spain,50,3,2,3,8,Needs Nurture
12557.0,2011-11-23 16:59:00,5,11990.960000000001,Spain,16,4,4,5,13,Champions
12558.0,2011-12-02 10:41:00,1,269.96,USA,7,5,1,2,8,New Customers
12559.0,2011-02-02 09:49:00,2,561.71,Germany,310,1,2,3,6,Needs Nurture
12560.0,2011-12-04 13:54:00,3,2134.01,Germany,5,5,3,5,13,High Value
12561.0,2011-02-10 11:39:00,1,238.85,Germany,302,1,1,1,3,Needs Nurture
12562.0,2011-12-01 17:20:00,7,3781.7400000000002,France,8,5,5,5,15,Champions
12564.0,2011-03-23 14:55:00,1,456.9,France,261,1,1,2,4,Needs Nurture
12565.0,2011-02-24 10:34:00,1,145.92,Saudi Arabia,288,1,1,1,3,Needs Nurture
12566.0,2011-09-14 14:30:00,1,351.65,Germany,86,2,1,2,5,Needs Nurture
12567.0,2011-11-17 11:02:00,10,9401.28,France,22,4,5,5,14,Champions
12569.0,2011-12-07 16:24:00,32,4124.69,Germany,2,5,5,5,15,Champions
12571.0,2011-10-31 10:19:00,2,519.61,France,39,3,2,3,8,Needs Nurture
12572.0,2011-12-01 09:20:00,2,1020.42,Germany,8,5,2,4,11,New Customers
12573.0,2011-04-26 15:52:00,1,160.54000000000002,France,227,1,1,1,3,Needs Nurture
12574.0,2011-01-28 09:20:00,1,218.45,France,315,1,1,1,3,Needs Nurture
12576.0,2011-11-04 10:11:00,5,1315.83,Poland,35,3,4,4,11,Loyal Customers
12577.0,2011-11-04 13:24:00,3,657.8,France,35,3,3,3,9,Needs Nurture
12578.0,2011-11-18 13:30:00,2,2794.51,Italy,21,4,2,5,11,New Customers
12579.0,2011-09-22 17:15:00,1,440.42,France,78,2,1,2,5,Needs Nurture
12580.0,2011-04-07 10:24:00,1,415.7,Germany,246,1,1,2,4,Needs Nurture
12581.0,2011-10-31 08:56:00,1,197.71,Germany,39,3,1,1,5,Needs Nurture
12582.0,2011-04-15 08:45:00,2,511.36,Finland,238,1,2,3,6,Needs Nurture
12583.0,2011-12-07 08:07:00,15,7281.38,France,2,5,5,5,15,Champions
12584.0,2011-12-06 09:35:00,9,2338.15,Italy,3,5,5,5,15,Champions
12585.0,2011-04-19 13:39:00,2,2040.1,Germany,234,1,2,4,7,High Value
12586.0,2011-11-22 16:24:00,1,196.94000000000003,Italy,17,4,1,1,6,New Customers
12587.0,2011-12-02 12:47:00,1,144.0,Finland,7,5,1,1,7,New Customers
12588.0,2011-10-31 15:01:00,1,214.89999999999998,Finland,39,3,1,1,5,Needs Nurture
12589.0,2011-11-11 10:19:00,2,646.68,France,28,4,2,3,9,New Customers
12590.0,2011-05-12 14:52:00,2,9864.26,Germany,211,1,2,5,8,High Value
12591.0,2011-01-26 14:35:00,1,452.84999999999997,Italy,317,1,1,2,4,Needs Nurture
12592.0,2011-09-08 15:04:00,2,437.6,Germany,92,2,2,2,6,Needs Nurture
12593.0,2011-08-23 12:43:00,3,418.09999999999997,France,108,2,3,2,7,Needs Nurture
12594.0,2011-11-02 12:20:00,10,3338.2200000000003,Italy,37,3,5,5,13,Loyal Customers
12596.0,2011-10-19 13:02:00,2,618.27,Spain,51,3,2,3,8,Needs Nurture
12597.0,2011-11-20 13:33:00,4,3811.22,Spain,19,4,4,5,13,Champions
12598.0,2011-11-30 12:18:00,8,3023.08,France,9,5,5,5,15,Champions
12599.0,2011-11-10 13:34:00,7,1032.58,France,29,4,5,4,13,Champions
12600.0,2011-11-11 10:29:00,10,2599.04,Germany,28,4,5,5,14,Champions
12601.0,2011-06-03 10:17:00,5,577.0600000000001,Germany,189,1,4,3,8,At Risk
12602.0,2011-10-12 11:22:00,1,153.12,France,58,3,1,1,5,Needs Nurture
12603.0,2011-11-18 10:42:00,1,739.1999999999999,Germany,21,4,1,3,8,New Customers
12604.0,2011-09-21 14:08:00,2,254.18,France,79,2,2,2,6,Needs Nurture
12607.0,2011-10-10 16:06:00,1,1579.51,USA,60,3,1,4,8,High Value
12609.0,2011-09-22 16:34:00,3,1126.85,Germany,78,2,3,4,9,At Risk
12610.0,2011-11-17 09:34:00,5,2099.54,Italy,22,4,4,5,13,Champions
12611.0,2011-10-18 13:12:00,1,1193.32,Italy,52,3,1,4,8,High Value
12612.0,2011-09-26 15:35:00,1,704.0400000000001,Germany,74,2,1,3,6,Needs Nurture
12613.0,2011-10-13 14:59:00,5,3344.38,Germany,57,3,4,5,12,Loyal Customers
12614.0,2011-03-07 10:22:00,1,315.6,Germany,277,1,1,2,4,Needs Nurture
12615.0,2011-12-07 15:02:00,4,2291.19,France,2,5,4,5,14,Champions
12616.0,2011-09-05 15:17:00,2,713.3,France,95,2,2,3,7,Needs Nurture
12617.0,2011-11-10 14:39:00,1,355.53,France,29,4,1,2,7,New Customers
12618.0,2011-11-18 11:10:00,1,177.31,Italy,21,4,1,1,6,New Customers
12619.0,2011-11-23 14:52:00,9,3641.24,Germany,16,4,5,5,14,Champions
12620.0,2011-11-25 10:20:00,3,1339.41,France,14,4,3,4,11,High Value
12621.0,2011-12-08 11:25:00,20,13689.67,Germany,1,5,5,5,15,Champions
12622.0,2011-04-21 16:39:00,1,180.1,Germany,232,1,1,1,3,Needs Nurture
12623.0,2011-03-08 13:50:00,1,305.1,Germany,276,1,1,2,4,Needs Nurture
12624.0,2011-08-25 15:04:00,2,641.13,France,106,2,2,3,7,Needs Nurture
12625.0,2011-05-12 09:54:00,2,2683.82,Germany,211,1,2,5,8,High Value
12626.0,2011-11-16 16:06:00,9,6620.48,Germany,23,4,5,5,14,Champions
12627.0,2011-11-29 12:07:00,7,4478.53,Germany,10,5,5,5,15,Champions
12628.0,2011-12-05 13:15:00,3,786.46,Germany,4,5,3,3,11,Needs Nurture
12630.0,2011-11-30 10:48:00,2,1270.88,Finland,9,5,2,4,11,New Customers
12631.0,2011-10-13 13:53:00,1,640.5,Finland,57,3,1,3,7,Needs Nurture
12633.0,2011-10-12 11:40:00,4,2163.98,Germany,58,3,4,5,12,Loyal Customers
12635.0,2011-09-11 11:04:00,2,1689.18,Germany,89,2,2,4,8,High Value
12637.0,2011-10-03 13:46:00,8,6021.9,France,67,3,5,5,13,Loyal Customers
12638.0,2011-11-06 13:11:00,1,671.69,Sweden,33,3,1,3,7,Needs Nurture
12639.0,2011-04-15 12:48:00,1,486.1,Sweden,238,1,1,2,4,Needs Nurture
12640.0,2011-11-16 11:52:00,3,1174.58,France,23,4,3,4,11,High Value
12641.0,2011-08-16 13:26:00,1,185.9,Sweden,115,2,1,1,4,Needs Nurture
12642.0,2011-11-14 15:03:00,3,1013.26,Germany,25,4,3,4,11,High Value
12643.0,2011-08-03 12:56:00,6,3344.64,France,128,2,5,5,12,At Risk
12644.0,2011-08-02 10:33:00,1,477.91,Germany,129,2,1,2,5,Needs Nurture
12645.0,2011-11-06 12:38:00,4,1775.18,Germany,33,3,4,4,11,Loyal Customers
12646.0,2011-12-05 10:14:00,2,1346.97,USA,4,5,2,4,11,New Customers
12647.0,2011-11-17 12:56:00,12,3722.82,Germany,22,4,5,5,14,Champions
12648.0,2011-07-08 11:55:00,1,318.05,Germany,154,2,1,2,5,Needs Nurture
12649.0,2011-08-24 14:41:00,3,623.51,Germany,107,2,3,3,8,At Risk
12650.0,2011-12-06 16:34:00,1,314.44,France,3,5,1,2,8,New Customers
12651.0,2011-01-09 12:46:00,1,114.0,France,334,1,1,1,3,Needs Nurture
12652.0,2011-01-12 15:00:00,1,919.98,France,331,1,1,3,5,Needs Nurture
12653.0,2011-07-14 10:41:00,2,2209.85,Israel,148,2,2,5,9,High Value
12654.0,2011-11-29 10:10:00,5,601.98,Germany,10,5,4,3,12,Loyal Customers
12656.0,2011-11-22 13:42:00,5,4051.17,France,17,4,4,5,13,Champions
12657.0,2011-11-28 15:47:00,4,1643.18,France,11,5,4,4,13,Champions
12658.0,2011-11-21 10:22:00,1,686.05,Germany,18,4,1,3,8,New Customers
12659.0,2011-11-10 11:53:00,1,91.68,France,29,4,1,1,6,New Customers
12660.0,2011-11-28 13:26:00,1,245.1,France,11,5,1,1,7,New Customers
12662.0,2011-12-09 11:59:00,11,3849.78,Germany,0,5,5,5,15,Champions
12664.0,2011-12-01 17:07:00,9,4881.88,Finland,8,5,5,5,15,Champions
12665.0,2011-01-19 08:34:00,1,63.0,Germany,324,1,1,1,3,Needs Nurture
12667.0,2011-10-12 17:00:00,1,620.13,Finland,58,3,1,3,7,Needs Nurture
12668.0,2011-11-28 10:56:00,4,3807.15,Germany,11,5,4,5,14,Champions
12669.0,2011-07-12 09:54:00,3,2744.0299999999997,France,150,2,3,5,10,At Risk
12670.0,2011-11-29 15:23:00,5,2996.05,France,10,5,4,5,14,Champions
12672.0,2011-01-14 09:20:00,1,225.89999999999998,France,329,1,1,1,3,Needs Nurture
12673.0,2011-12-04 13:55:00,2,610.52,Germany,5,5,2,3,10,New Customers
12674.0,2011-11-01 12:12:00,4,1970.6,France,38,3,4,4,11,Loyal Customers
12676.0,2011-11-15 12:25:00,6,1331.39,Sweden,24,4,5,4,13,Champions
12678.0,2011-10-28 13:04:00,12,17628.46,France,42,3,5,5,13,Loyal Customers
12679.0,2011-10-12 12:30:00,4,1113.02,France,58,3,4,4,11,Loyal Customers
12680.0,2011-12-09 12:50:00,4,862.81,France,0,5,4,3,12,Loyal Customers
12681.0,2011-11-25 11:33:00,22,13787.54,France,14,4,5,5,14,Champions
12682.0,2011-12-06 10:00:00,31,12288.22,France,3,5,5,5,15,Champions
12683.0,2011-12-05 16:31:00,15,8476.57,France,4,5,5,5,15,Champions
12684.0,2011-12-02 09:53:00,7,2283.63,France,7,5,5,5,15,Champions
12685.0,2011-11-11 13:46:00,6,2863.08,France,28,4,5,5,14,Champions
12686.0,2010-12-03 09:51:00,1,89.14,France,371,1,1,1,3,Needs Nurture
12688.0,2011-08-18 08:49:00,1,4873.8099999999995,Israel,113,2,1,5,8,High Value
12689.0,2011-11-14 08:31:00,2,1247.61,France,25,4,2,4,10,New Customers
12690.0,2011-05-18 09:09:00,1,389.01,France,205,1,1,2,4,Needs Nurture
12691.0,2011-11-11 16:49:00,6,1035.8,France,28,4,5,4,13,Champions
12693.0,2011-08-04 17:51:00,4,855.91,Germany,127,2,4,3,9,At Risk
12694.0,2011-09-30 13:06:00,2,869.67,France,70,3,2,3,8,Needs Nurture
12695.0,2011-12-02 13:22:00,4,582.1,France,7,5,4,3,12,Loyal Customers
12697.0,2011-11-11 08:47:00,3,957.59,Sweden,28,4,3,4,11,High Value
12700.0,2011-12-02 10:47:00,4,4939.99,France,7,5,4,5,14,Champions
12701.0,2011-09-21 10:47:00,2,797.71,Germany,79,2,2,3,7,Needs Nurture
12702.0,2011-11-20 10:36:00,1,219.0,Germany,19,4,1,1,6,New Customers
12703.0,2011-09-29 17:52:00,1,283.55,Germany,71,3,1,2,6,Needs Nurture
12704.0,2011-12-02 13:15:00,8,2340.84,Finland,7,5,5,5,15,Champions
12705.0,2011-11-24 13:17:00,9,6868.29,Germany,15,4,5,5,14,Champions
12707.0,2011-02-21 08:38:00,1,603.42,France,291,1,1,3,5,Needs Nurture
12708.0,2011-11-10 09:52:00,10,2712.91,Germany,29,4,5,5,14,Champions
12709.0,2011-11-24 15:38:00,15,9736.52,Germany,15,4,5,5,14,Champions
12710.0,2011-09-04 12:00:00,3,1149.02,Germany,96,2,3,4,9,At Risk
12712.0,2011-11-11 08:19:00,13,4396.13,Germany,28,4,5,5,14,Champions
12713.0,2011-12-09 12:16:00,1,848.55,Germany,0,5,1,3,9,New Customers
12714.0,2011-11-30 15:43:00,5,4708.86,France,9,5,4,5,14,Champions
12715.0,2011-08-25 15:22:00,1,353.86,Sweden,106,2,1,2,5,Needs Nurture
12716.0,2011-12-06 08:55:00,2,1053.49,France,3,5,2,4,11,New Customers
12717.0,2011-07-11 14:47:00,2,1030.98,Greece,151,2,2,4,8,High Value
12718.0,2011-09-29 16:38:00,1,238.25,France,71,3,1,1,5,Needs Nurture
12719.0,2011-12-04 13:45:00,2,644.95,France,5,5,2,3,10,New Customers
12720.0,2011-12-07 08:03:00,25,5781.73,Germany,2,5,5,5,15,Champions
12721.0,2011-11-08 12:13:00,6,2656.13,France,31,4,5,5,14,Champions
12722.0,2011-09-15 14:50:00,4,997.63,France,85,2,4,4,10,At Risk
12723.0,2011-12-06 10:19:00,5,725.07,France,3,5,4,3,12,Loyal Customers
12724.0,2011-12-04 16:02:00,4,1031.41,France,5,5,4,4,13,Champions
12725.0,2010-12-03 15:45:00,1,427.8,Italy,371,1,1,2,4,Needs Nurture
12726.0,2011-11-11 13:35:00,7,2609.1,France,28,4,5,5,14,Champions
12727.0,2011-11-29 11:46:00,7,3980.7,France,10,5,5,5,15,Champions
